법정동시도코드,시도명,법정동시군구코드,시군구명,시간코드,전체_카드,교통,백화점,소형유통,숙박,스포츠외,여행,요식,의료,주유,주차장,편의점,할인점외
41,경기,281,고양시 덕양구,51,29554,8255,3771,13045,1269,4797,495,33636,1787,7532,3162,14106,13326
46,전남,790,화순군,52,1168,338,115,496,39,143,9,1122,60,307,104,454,417
11,서울,680,강남구,51,25294,9415,4731,9066,1793,5008,436,29240,1445,5064,2782,12480,10499
41,경기,820,가평군,55,1067,435,132,415,45,160,6,1062,35,288,67,458,328
43,충북,130,충주시,55,1701,789,170,681,85,251,7,1866,57,517,149,887,760
47,경북,280,문경시,53,980,283,96,361,29,101,7,893,45,253,39,389,419
11,서울,650,서초구,55,10171,3802,1992,3617,751,2119,191,11956,598,2199,1307,5037,4273
26,부산,140,서구,51,4713,2055,794,1476,193,561,124,4571,294,909,426,1999,1956
30,대전,200,유성구,51,39118,13593,7272,14120,1824,5267,454,35273,1581,9815,3587,14435,15547
31,울산,170,동구,52,8180,2669,1430,2885,609,924,448,8045,361,2127,478,3724,3782
42,강원,110,춘천시,55,16083,7894,1473,6976,767,2820,180,18847,791,4446,1166,8302,7752
46,전남,770,고흥군,51,660,172,53,306,28,63,0,565,44,193,37,223,236
44,충남,270,당진시,53,3770,1154,378,1627,165,619,36,3761,150,1335,336,1797,1597
11,서울,260,중랑구,51,17145,5232,2417,7151,744,2601,204,19948,876,2984,1346,8774,8237
47,경북,113,포항시 북구,53,22796,6901,2519,8269,890,2894,207,21585,1294,6746,1431,8823,10100
31,울산,170,동구,54,8479,2956,1533,3043,659,995,477,8559,394,2252,558,3932,3934
11,서울,620,관악구,51,43503,16020,6526,17269,1840,6699,654,53136,1893,6093,2888,23552,20857
48,경남,870,함양군,52,271,71,34,101,0,12,0,258,8,93,18,100,112
43,충북,740,영동군,51,2503,863,200,948,74,222,12,1990,135,682,117,852,791
29,광주,155,남구,54,10595,3951,1407,4070,459,1690,119,10302,522,2987,1121,3999,4597
47,경북,900,예천군,53,1187,300,118,504,53,140,0,1139,55,382,83,524,515
41,경기,450,하남시,54,9480,2982,1553,3674,481,1689,87,10487,477,2292,1116,4476,4005
44,충남,810,예산군,55,1075,385,140,467,27,145,6,1076,31,330,68,520,435
46,전남,790,화순군,55,266,76,29,118,0,8,0,258,11,76,27,103,90
26,부산,440,강서구,54,5395,1614,622,1798,248,686,191,4981,239,1451,600,2160,2393
41,경기,290,과천시,51,5440,1463,775,1969,314,934,79,6040,301,1351,618,2341,2532
26,부산,440,강서구,53,6928,1937,744,2311,306,903,242,6284,304,1894,768,2708,3093
31,울산,110,중구,51,11654,3749,1482,4089,540,1534,676,11349,656,3317,987,4938,5211
42,강원,810,인제군,54,443,134,42,201,28,67,0,483,16,131,31,195,158
11,서울,350,노원구,55,9774,3117,1577,4180,459,1649,119,11575,468,1943,864,5137,4552
42,강원,720,홍천군,53,1301,535,138,613,84,216,16,1461,63,404,97,657,519
28,인천,237,부평구,51,16492,5264,2115,6177,697,2315,288,17331,737,3166,1519,7426,7390
26,부산,410,금정구,51,9022,3233,1171,2877,432,1124,268,8673,416,1941,842,3604,3992
48,경남,880,거창군,51,508,180,77,213,13,59,6,491,23,145,42,235,196
42,강원,150,강릉시,51,18604,6614,1137,8173,1106,2692,330,18618,1325,5547,1906,8231,7686
47,경북,111,포항시 남구,51,9769,2913,1007,3520,500,1369,111,9541,660,3119,674,3790,4522
26,부산,710,기장군,54,7254,2144,1072,2404,342,1035,185,6890,438,2156,1008,2903,3331
44,충남,825,태안군,53,836,254,91,362,43,95,0,814,27,245,63,375,321
11,서울,380,은평구,55,12514,4515,1875,5387,576,1829,216,14715,607,2436,1031,6568,5759
11,서울,170,용산구,52,29265,10760,5988,11610,1872,4953,441,35130,1588,4786,2871,14663,12635
43,충북,750,진천군,51,1278,428,153,506,57,190,8,1329,41,456,122,617,566
42,강원,770,정선군,55,599,248,50,254,49,62,0,584,30,193,37,325,244
48,경남,127,창원시 마산회원구,54,5877,1956,821,2116,199,747,91,5756,309,1619,500,2515,2670
45,전북,190,남원시,51,2175,724,155,891,66,196,11,1806,80,555,100,812,813
41,경기,500,이천시,53,3137,1202,503,1296,175,493,32,3536,86,807,355,1707,1367
41,경기,285,고양시 일산동구,53,30270,8439,4610,12056,1491,5222,658,34120,1997,7457,3149,14669,13769
45,전북,710,완주군,55,820,246,80,351,23,112,8,860,25,255,60,351,372
42,강원,720,홍천군,52,896,352,82,408,45,136,8,975,47,272,70,425,350
11,서울,320,도봉구,53,27157,7276,3873,11557,1113,3794,353,31879,1586,4647,1853,13332,13278
41,경기,287,고양시 일산서구,51,18486,4706,3188,7577,862,3242,328,20985,1210,4741,1832,8690,8577
26,부산,290,남구,54,15298,6007,2614,4709,742,1978,335,14235,853,3227,1603,6006,6344
11,서울,470,양천구,51,35389,10167,6631,14686,1730,6333,694,41990,2199,7143,3238,17016,16891
45,전북,710,완주군,53,3069,828,275,1329,116,411,31,2949,111,974,264,1214,1359
11,서울,305,강북구,52,18753,5489,3075,7796,762,2760,245,22074,893,2928,1249,9526,8724
48,경남,129,창원시 진해구,53,10138,2867,1200,3881,477,1570,198,10234,643,3436,955,4485,4618
45,전북,740,장수군,54,238,68,20,102,0,18,0,224,14,81,8,95,95
42,강원,130,원주시,54,23184,8986,3101,9691,1070,3563,239,25071,1074,6846,2390,10709,10651
45,전북,740,장수군,55,80,6,0,26,0,0,0,63,0,21,0,39,25
11,서울,500,강서구,51,47614,15434,7930,20151,2371,7753,1172,57314,2588,9160,4212,24493,23030
41,경기,550,안성시,52,5419,1657,575,2345,179,726,36,5210,286,1569,416,2552,2374
31,울산,710,울주군,53,17210,5187,2088,6517,669,2165,810,16319,885,5606,1403,7252,7526
41,경기,463,용인시 기흥구,55,5306,1838,990,2137,271,1000,67,5859,221,1468,644,2594,2318
45,전북,770,순창군,51,296,89,30,126,0,20,0,241,10,93,19,102,115
27,대구,260,수성구,55,18182,6791,3690,6279,922,2963,186,18332,704,4741,1455,7507,7691
42,강원,760,평창군,53,2682,765,198,1163,142,298,20,2395,156,807,194,1089,997
27,대구,260,수성구,54,44250,14571,8706,15125,2039,6435,439,43197,1750,10939,3095,17142,18590
42,강원,770,정선군,52,1492,538,120,611,122,177,11,1376,77,429,78,738,567
28,인천,260,서구,52,22876,7037,2840,8518,1001,3354,471,23438,1112,4975,2486,10138,10097
43,충북,760,괴산군,52,316,102,35,136,0,29,0,336,11,84,29,138,133
43,충북,770,음성군,54,1635,578,170,620,73,234,9,1602,44,459,132,792,648
41,경기,290,과천시,55,1971,615,294,736,92,316,36,2266,104,503,250,880,900
46,전남,860,함평군,55,136,24,0,61,0,0,0,86,0,30,0,35,44
46,전남,720,곡성군,52,653,217,52,290,18,60,0,501,19,207,44,215,220
43,충북,150,제천시,53,8769,3174,708,3343,303,1098,61,8688,514,2181,455,3986,3940
46,전남,870,영광군,55,220,87,24,85,15,24,0,216,7,61,27,105,91
45,전북,800,부안군,51,524,180,41,213,17,37,0,432,26,151,31,186,214
28,인천,260,서구,51,17878,5451,2199,6563,807,2723,388,18266,865,3966,1962,7978,7957
26,부산,110,중구,53,2885,1414,507,1000,107,274,57,2829,128,495,204,1263,1201
46,전남,110,목포시,55,4793,1985,585,2063,198,581,30,4758,255,1294,230,2030,2085
42,강원,830,양양군,55,125,6,0,37,6,7,0,132,0,49,0,69,31
46,전남,130,여수시,52,14343,5678,1427,6111,678,2266,245,13784,871,4328,1585,5909,6036
41,경기,117,수원시 영통구,51,23528,7489,4316,9186,1048,4015,240,25630,1053,5884,2573,10444,10469
47,경북,720,군위군,52,255,54,25,101,0,9,0,214,9,75,18,82,119
45,전북,730,무주군,55,154,31,18,66,0,0,0,126,6,44,0,59,42
42,강원,800,양구군,53,703,221,61,289,17,123,6,743,36,200,45,335,282
45,전북,720,진안군,54,206,59,12,86,0,7,0,208,0,69,21,84,84
42,강원,230,삼척시,54,1675,704,136,686,116,208,22,1743,104,474,156,806,774
41,경기,190,부천시,54,44560,13501,7204,17495,1899,6941,747,49509,2188,8990,3831,21528,21652
50,제주,110,제주시,52,4660,1850,420,1923,360,765,411,5092,203,1200,524,2301,2105
11,서울,170,용산구,54,31031,11718,6264,12281,1924,5274,463,37497,1636,5091,3051,15880,13354
26,부산,290,남구,55,5430,2366,913,1681,279,761,142,5152,297,1202,607,2198,2299
48,경남,220,통영시,55,252,105,42,104,7,37,0,297,13,74,24,123,107
11,서울,740,강동구,55,5305,1995,1028,2233,281,1005,71,6385,239,1020,574,2730,2433
43,충북,114,청주시 청원구,51,9074,3689,1263,3555,383,1572,99,9592,360,2836,923,4223,4197
42,강원,230,삼척시,53,2442,984,206,1032,149,293,39,2513,147,701,224,1183,1128
47,경북,820,청도군,51,1565,515,167,560,64,142,9,1226,84,463,100,543,693
28,인천,177,미추홀구,55,2954,1214,412,1019,118,438,41,3112,98,634,323,1428,1283
48,경남,270,밀양시,54,6912,2255,672,1976,184,624,47,5317,359,1756,324,2272,3063
48,경남,121,창원시 의창구,52,8339,2691,1144,3028,351,1141,169,8233,538,2415,783,3420,3775
41,경기,820,가평군,51,1938,705,213,802,81,270,11,1891,91,514,112,833,619
47,경북,290,경산시,51,16397,5081,2129,5624,597,2003,141,15180,675,4504,1065,6592,7361
11,서울,380,은평구,51,32699,9787,4871,13997,1446,4639,521,38148,1633,5951,2518,16349,15517
11,서울,380,은평구,53,53795,15940,8010,23048,2278,7439,811,62735,2694,9498,4030,27017,25360
47,경북,830,고령군,54,419,110,38,125,7,13,0,327,11,109,26,150,151
30,대전,110,동구,52,16134,5908,1857,6173,559,1849,100,13972,608,3492,1160,6316,6672
41,경기,800,연천군,55,176,39,16,84,8,22,0,210,0,57,8,94,79
43,충북,112,청주시 서원구,51,7255,3112,1014,3142,303,1159,54,7957,400,2000,758,3303,3409
31,울산,110,중구,53,17411,5678,2227,6158,812,2276,973,16884,936,4832,1417,7465,7765
41,경기,250,동두천시,52,1452,355,166,603,52,178,8,1510,70,318,92,699,628
41,경기,271,안산시 상록구,52,12814,4209,1618,4876,526,1886,131,13936,583,3113,1171,6290,6029
11,서울,560,영등포구,55,19411,7731,3754,7437,1091,3327,394,23040,891,3351,1830,10130,8490
44,충남,800,홍성군,51,5447,1675,443,2156,169,661,23,4720,238,1517,216,2124,2174
45,전북,210,김제시,51,1821,551,128,653,46,223,10,1601,77,501,128,651,769
43,충북,750,진천군,55,595,231,80,210,19,87,0,618,14,208,52,303,248
43,충북,770,음성군,52,1561,542,181,586,64,228,9,1497,46,445,129,742,610
45,전북,770,순창군,53,433,120,34,184,6,37,0,345,16,126,28,135,166
28,인천,110,중구,54,7138,2469,1104,2569,396,1044,207,7694,306,1800,777,3398,2942
41,경기,150,의정부시,54,14221,4298,2570,5667,645,2318,212,16209,603,2949,1472,7374,6412
11,서울,590,동작구,54,44821,14945,7618,18957,2194,7349,668,54121,2271,7413,3698,22911,20583
42,강원,800,양구군,52,542,174,41,214,7,82,7,569,16,143,29,263,207
43,충북,114,청주시 청원구,52,11616,4420,1613,4588,494,2048,135,12206,448,3528,1144,5315,5344
27,대구,710,달성군,52,11463,3289,1538,4116,409,1197,85,10807,388,3195,867,4625,4907
46,전남,130,여수시,54,16847,6680,1694,7175,776,2803,280,16533,1026,5131,1905,7151,7156
48,경남,123,창원시 성산구,55,4843,1968,861,1799,249,777,111,5218,324,1415,449,2171,2085
46,전남,870,영광군,52,716,222,77,270,29,93,0,677,28,214,58,297,285
26,부산,470,연제구,55,3907,1751,678,1280,206,578,104,3829,172,822,425,1714,1861
43,충북,730,옥천군,52,1955,619,161,712,56,189,6,1542,108,488,151,680,723
42,강원,810,인제군,51,287,72,24,138,18,28,0,298,13,93,25,116,106
42,강원,780,철원군,55,155,21,18,57,0,13,0,140,0,45,8,78,46
11,서울,620,관악구,52,53836,20058,8171,21266,2128,8232,828,65961,2307,7262,3484,29183,25771
46,전남,880,장성군,54,912,287,69,382,33,96,0,782,22,272,74,307,311
47,경북,150,김천시,52,14578,5204,1265,5661,436,1564,84,12818,832,4101,904,5598,5959
43,충북,800,단양군,53,952,247,81,289,38,75,7,713,38,261,29,368,303
48,경남,730,함안군,51,811,187,93,296,14,76,0,719,33,256,57,325,320
47,경북,820,청도군,54,1731,544,194,626,64,161,8,1427,91,510,114,633,786
43,충북,760,괴산군,51,221,48,26,101,0,23,0,244,0,69,10,98,107
42,강원,210,속초시,51,739,285,81,327,40,133,8,876,36,168,76,398,363
45,전북,130,군산시,52,7412,2973,1203,2979,335,1041,69,7128,314,2031,512,3130,3148
43,충북,111,청주시 상당구,52,7422,2856,891,3037,329,1144,83,7803,394,2163,764,3309,3233
28,인천,720,옹진군,54,264,83,30,99,21,23,0,265,8,77,23,156,107
42,강원,720,홍천군,54,986,403,102,473,64,173,11,1154,53,317,75,496,389
30,대전,140,중구,51,17727,6544,2683,6185,600,2107,141,15354,712,3901,1285,6708,7302
42,강원,150,강릉시,54,20909,7787,1357,9118,1239,3109,385,21227,1440,6188,2174,9554,8613
43,충북,720,보은군,55,120,0,7,48,0,0,0,87,0,43,0,48,41
45,전북,210,김제시,54,2049,691,157,727,61,260,17,1771,81,540,138,741,845
27,대구,260,수성구,53,51289,16474,9889,17584,2363,7477,479,49770,2096,12915,3590,19747,21623
45,전북,111,전주시 완산구,53,18935,7052,2061,7140,752,2931,195,18704,872,5186,1782,7594,8333
48,경남,850,하동군,53,631,180,50,268,23,63,0,517,21,212,38,260,255
43,충북,740,영동군,52,2811,944,225,1064,82,254,12,2211,152,762,124,958,889
30,대전,230,대덕구,53,15672,5320,2152,5646,497,1877,112,13802,645,3879,1228,6202,6292
28,인천,237,부평구,52,20542,6667,2675,7782,863,2838,329,21421,899,3907,1799,9246,9177
46,전남,810,강진군,53,781,152,78,345,26,57,0,629,34,233,34,249,215
44,충남,270,당진시,54,2627,900,285,1154,121,417,19,2699,104,917,246,1294,1140
41,경기,370,오산시,51,7205,2246,966,2705,261,1111,61,7471,294,2069,703,3428,3233
47,경북,230,영천시,52,3903,1086,415,1308,118,310,17,3387,139,1138,217,1437,1698
41,경기,610,광주시,55,1323,380,201,484,57,235,14,1482,58,390,190,674,550
27,대구,140,동구,52,25686,8572,4706,8872,972,2984,281,24488,979,6442,1634,10346,11358
11,서울,260,중랑구,54,22800,7324,3348,9582,1014,3348,259,26645,1037,3807,1661,11791,10713
47,경북,170,안동시,54,3451,1392,406,1411,148,396,18,3731,194,910,244,1687,1593
41,경기,465,용인시 수지구,51,13783,3745,3059,5650,699,2511,194,15447,651,3530,1529,6344,6277
36,세종,110,세종시,51,47747,15034,6179,18294,2180,6968,484,45432,2088,13192,4715,17786,20502
41,경기,271,안산시 상록구,51,11088,3579,1436,4291,495,1694,129,12206,502,2764,1077,5489,5272
28,인천,245,계양구,55,2678,945,351,1052,109,396,48,2977,112,557,278,1346,1223
41,경기,135,성남시 분당구,55,5708,2218,1185,2342,311,1162,82,6937,285,1306,624,2916,2478
41,경기,210,광명시,55,10919,3611,1633,4193,536,1560,121,11919,554,2493,1213,4945,5080
48,경남,240,사천시,52,980,319,138,406,46,115,20,954,31,297,85,428,414
11,서울,230,동대문구,51,24750,8163,4125,9903,1124,3861,332,29279,1329,4090,1924,12692,11298
42,강원,720,홍천군,55,345,132,28,162,16,61,0,396,9,108,23,173,140
28,인천,200,남동구,51,14719,4714,2038,5574,662,2302,218,15265,601,3386,1780,6706,6689
45,전북,710,완주군,51,1929,512,176,823,70,252,21,1857,81,638,174,766,866
31,울산,110,중구,52,13526,4479,1755,4821,641,1741,762,13262,714,3749,1095,5780,6024
41,경기,290,과천시,53,8866,2415,1357,3234,515,1559,129,10047,504,2130,979,3875,4117
48,경남,860,산청군,52,155,28,17,55,6,8,0,158,9,52,8,70,70
26,부산,470,연제구,54,11917,4765,2070,3761,508,1678,323,11348,563,2300,1157,4883,5663
44,충남,710,금산군,53,1168,388,101,430,31,73,0,958,39,291,99,413,440
11,서울,260,중랑구,52,21884,6651,3159,9275,949,3176,244,25466,1040,3604,1611,11112,10301
11,서울,500,강서구,55,19399,7310,3382,8107,976,3281,552,23559,938,3735,1804,10501,9071
42,강원,810,인제군,52,450,140,31,211,31,66,0,506,14,152,29,211,173
46,전남,800,장흥군,52,597,147,57,230,22,67,0,516,32,174,39,242,219
48,경남,860,산청군,55,46,0,0,16,0,0,0,25,0,7,0,20,16
11,서울,410,서대문구,53,46880,15131,7241,18836,2381,7397,782,55764,2494,8023,4013,23576,20553
26,부산,320,북구,51,13998,4682,1551,4710,532,1606,404,12900,854,3129,1328,5363,6262
27,대구,140,동구,55,10738,4176,2056,3715,475,1289,133,10572,384,2682,748,4687,4729
47,경북,850,칠곡군,51,5977,1898,588,2245,176,645,40,5316,292,1788,397,2439,2304
46,전남,730,구례군,53,721,203,50,321,24,60,6,645,27,237,33,258,263
31,울산,200,북구,54,14357,4298,1792,5142,653,1780,767,13319,746,4209,976,5894,6337
48,경남,820,고성군,51,206,52,17,81,0,13,0,176,0,58,13,85,84
31,울산,170,동구,53,10888,3546,1849,3856,827,1235,606,10622,534,2977,659,4965,5052
50,제주,110,제주시,53,6411,2530,584,2661,481,1049,531,7062,282,1645,705,3206,2876
27,대구,710,달성군,53,13978,3933,1869,5062,492,1503,92,13202,482,3988,1058,5758,6020
48,경남,240,사천시,53,1396,456,178,570,60,182,28,1367,40,418,112,596,597
31,울산,140,남구,55,8729,3281,1323,3232,469,1310,641,8884,457,2564,766,3953,3831
48,경남,240,사천시,51,750,248,99,329,27,91,12,760,23,224,64,328,339
11,서울,470,양천구,52,42988,12390,8202,17738,2088,7583,855,51017,2620,8216,3859,20553,20426
47,경북,130,경주시,52,14362,5037,1465,5005,706,1595,177,13526,847,4192,1594,5538,6455
29,광주,170,북구,51,13406,4899,1597,5242,580,1999,139,12954,627,3706,1233,5049,6054
42,강원,720,홍천군,51,670,242,71,310,32,92,7,727,34,208,46,312,261
45,전북,140,익산시,55,7947,3827,748,2921,268,1037,68,7373,310,1850,628,3285,3456
45,전북,190,남원시,55,1083,435,79,441,33,108,0,964,40,299,60,459,414
26,부산,230,부산진구,55,7222,3272,1355,2176,310,979,200,6990,343,1438,671,3177,3046
43,충북,745,증평군,55,470,241,62,227,17,106,0,576,15,180,40,268,213
11,서울,140,중구,51,11368,3967,2087,4407,629,1915,151,13615,606,1722,1026,5719,5135
41,경기,111,수원시 장안구,52,19642,6106,3525,7750,750,2964,216,20778,807,4518,2033,8496,9051
47,경북,840,성주군,54,786,218,72,304,20,54,0,721,21,211,57,295,291
11,서울,215,광진구,53,32054,11826,5754,12810,1542,5514,492,39902,1339,4550,2402,17449,14981
29,광주,155,남구,52,10766,3855,1434,4074,476,1691,116,10207,514,2939,1097,3909,4674
42,강원,820,고성군,52,211,45,19,93,7,35,0,217,7,57,15,108,85
44,충남,825,태안군,54,601,203,71,272,29,72,0,616,21,181,35,276,242
48,경남,123,창원시 성산구,52,17451,5971,3002,6662,752,2655,386,18059,1290,5311,1622,7282,7775
45,전북,113,전주시 덕진구,55,5666,2488,581,2154,237,802,56,5692,268,1453,581,2378,2361
26,부산,110,중구,51,2001,979,363,697,67,197,50,1979,99,351,168,880,837
44,충남,710,금산군,55,401,164,30,145,12,7,0,349,10,73,32,152,152
30,대전,170,서구,55,26337,11002,4820,9542,1113,3539,255,25012,902,6016,2355,11099,10699
11,서울,545,금천구,51,17319,5740,2110,6850,701,2242,219,19653,771,3058,1361,8778,8489
30,대전,110,동구,51,13447,4964,1564,5163,483,1576,81,11756,515,3033,1003,5244,5602
45,전북,730,무주군,51,366,120,37,170,0,39,0,316,12,108,22,146,130
45,전북,180,정읍시,53,4810,1651,324,1897,131,475,21,4018,214,1226,222,1584,1813
26,부산,470,연제구,51,10371,3836,1663,3206,451,1408,237,9477,486,2012,1014,3976,4880
41,경기,670,여주시,51,697,212,63,254,34,96,8,679,22,203,75,312,274
46,전남,170,나주시,54,7207,1877,695,3376,312,1071,68,7472,245,2315,530,2749,2942
48,경남,730,함안군,55,266,66,35,107,6,23,0,268,11,87,23,124,118
48,경남,730,함안군,52,895,252,109,332,28,88,6,810,37,297,77,376,367
26,부산,500,수영구,53,14135,5888,2635,4371,628,1850,365,13354,758,2754,1346,5838,5982
48,경남,125,창원시 마산합포구,54,5406,1791,797,1887,205,607,76,5247,307,1423,518,2205,2368
48,경남,870,함양군,53,363,101,48,149,15,22,0,375,13,116,25,158,161
11,서울,200,성동구,53,39266,13186,6661,15303,2209,6929,566,47647,1979,6472,3510,19367,18021
44,충남,200,아산시,54,28957,10991,2884,11612,1062,3866,217,27328,1061,8247,2624,12656,11800
27,대구,170,서구,54,6684,2419,942,2402,240,703,46,6511,235,1556,465,3019,3110
47,경북,840,성주군,51,657,176,63,263,19,48,0,584,23,175,48,243,262
30,대전,200,유성구,52,50355,17335,9435,18141,2343,6647,552,45173,1912,12442,4568,18519,19809
46,전남,840,무안군,52,4388,1251,695,1868,190,572,22,4318,216,1332,229,1748,1820
47,경북,770,영덕군,51,639,178,81,259,13,53,0,536,35,158,27,230,235
46,전남,880,장성군,52,930,278,60,390,29,101,0,784,24,272,66,297,315
41,경기,800,연천군,54,546,115,54,225,30,86,0,582,14,174,39,284,223
47,경북,770,영덕군,55,191,48,22,71,0,0,0,141,6,48,13,70,60
47,경북,920,봉화군,53,506,152,42,222,19,43,0,438,17,140,25,215,192
11,서울,230,동대문구,54,31397,10669,5386,12623,1446,4996,430,37532,1553,4959,2399,16327,14177
47,경북,930,울진군,53,1551,429,192,642,117,201,13,1484,81,540,143,655,542
26,부산,500,수영구,54,11724,5062,2302,3700,513,1568,316,11386,640,2199,1106,5038,4983
46,전남,130,여수시,51,16470,6086,1619,6993,768,2587,260,15551,1119,5098,1806,6605,6928
42,강원,780,철원군,52,399,97,39,164,7,57,0,404,0,106,34,195,137
43,충북,800,단양군,52,674,182,46,217,29,63,0,533,19,174,21,283,220
42,강원,830,양양군,51,305,82,23,113,21,36,0,338,18,104,20,156,128
26,부산,140,서구,52,4858,2151,819,1571,203,569,128,4745,301,933,421,2078,2034
42,강원,170,동해시,55,1296,548,106,536,90,180,9,1364,68,377,124,642,556
26,부산,260,동래구,51,12846,4605,1925,4033,592,1813,376,12039,715,2803,1346,4842,5888
45,전북,130,군산시,51,5905,2345,997,2434,269,891,60,5717,264,1676,412,2525,2577
42,강원,790,화천군,51,516,159,38,203,19,66,0,559,21,154,53,245,178
26,부산,470,연제구,52,10851,4187,1826,3407,460,1463,266,10099,519,2011,990,4258,5105
47,경북,230,영천시,53,4618,1243,485,1562,145,401,28,3933,164,1340,236,1714,2020
41,경기,115,수원시 팔달구,55,7400,3346,1691,2752,302,1112,74,8326,260,1524,783,3779,3187
48,경남,127,창원시 마산회원구,52,5565,1741,784,2003,202,695,75,5312,320,1503,480,2304,2503
11,서울,530,구로구,51,33552,10140,5957,13501,1455,4991,491,38566,1598,6095,2705,16313,16091
47,경북,930,울진군,54,1137,344,152,465,80,149,9,1064,56,375,94,487,395
41,경기,465,용인시 수지구,55,4275,1425,970,1742,181,750,51,4866,194,1124,543,2094,1890
45,전북,740,장수군,53,349,102,26,142,0,28,0,306,17,123,26,127,120
46,전남,830,영암군,55,403,109,47,175,19,57,0,346,13,117,23,164,143
42,강원,780,철원군,51,296,72,32,111,7,33,0,309,0,76,27,158,104
44,충남,230,논산시,54,5714,2018,606,2251,169,754,36,5025,271,1495,296,2339,2412
28,인천,237,부평구,53,27874,9070,3656,10451,1162,3823,449,29310,1202,5170,2473,12779,12422
41,경기,830,양평군,54,5568,1728,633,2250,252,669,38,5227,277,1447,480,2225,2191
43,충북,150,제천시,52,6961,2561,579,2663,246,838,51,6897,412,1683,363,3133,3117
41,경기,150,의정부시,55,3690,1307,688,1479,184,583,41,4222,148,813,417,1972,1644
43,충북,730,옥천군,55,958,377,96,371,28,107,0,854,53,246,93,385,361
41,경기,285,고양시 일산동구,54,23404,6790,3581,9398,1180,4064,500,26661,1568,5803,2478,11495,10616
30,대전,140,중구,54,21836,8176,3375,7574,727,2608,176,19090,844,4723,1604,8410,8926
48,경남,121,창원시 의창구,51,7587,2422,1077,2824,318,1051,138,7554,494,2247,734,3112,3423
41,경기,630,양주시,53,7177,1657,878,2952,266,1033,71,7301,294,1928,735,3319,2838
30,대전,230,대덕구,54,13431,4756,1967,4908,445,1632,91,12104,515,3321,1068,5455,5430
11,서울,620,관악구,55,18693,7882,2834,7263,822,3056,322,23145,681,2637,1294,10635,8842
42,강원,210,속초시,52,1040,437,102,442,53,188,11,1188,57,209,88,553,479
27,대구,110,중구,52,8032,3137,1607,2666,335,990,67,8150,298,1743,579,3557,3286
47,경북,930,울진군,51,862,255,107,354,57,102,10,784,53,316,76,333,297
44,충남,710,금산군,54,909,323,82,324,25,66,0,761,31,211,72,319,326
48,경남,127,창원시 마산회원구,53,7253,2301,1006,2601,263,943,103,7005,396,2014,619,3071,3272
31,울산,140,남구,54,25700,8853,3922,9497,1295,3754,1745,25539,1353,7383,2054,11217,11506
47,경북,850,칠곡군,52,7435,2286,750,2789,208,794,45,6673,371,2208,472,3066,2892
44,충남,180,보령시,55,985,372,98,380,31,102,7,941,20,274,54,436,438
41,경기,390,시흥시,54,22841,6400,2410,8924,922,3460,265,23931,1022,6253,2919,10838,10118
44,충남,131,천안시 동남구,53,26119,10825,2657,10757,927,3763,240,25810,1119,7184,1730,11729,11504
26,부산,410,금정구,55,3157,1245,420,1023,180,424,111,3108,154,690,333,1358,1396
11,서울,200,성동구,55,8963,3514,1529,3477,525,1579,151,10907,435,1534,856,4603,4053
41,경기,410,군포시,55,5384,1866,861,2102,242,839,36,6155,304,1304,502,2583,2554
45,전북,180,정읍시,55,1939,700,153,776,72,196,6,1658,68,516,104,711,706
44,충남,150,공주시,53,2528,789,292,949,91,295,8,2314,95,704,192,1053,1020
41,경기,390,시흥시,55,7214,2207,734,2786,297,1099,80,7470,336,2083,961,3442,3168
44,충남,210,서산시,55,911,314,132,441,59,153,6,1048,25,336,101,489,395
28,인천,185,연수구,55,5920,1873,1180,2051,337,1024,122,5877,256,1516,895,2557,2508
30,대전,140,중구,52,21398,7805,3215,7378,688,2461,164,18398,871,4597,1539,7969,8749
11,서울,440,마포구,53,67673,22657,11357,27631,3507,11399,1229,81622,3348,10967,5770,34071,29222
45,전북,770,순창군,55,89,18,0,32,0,0,0,60,0,25,0,27,33
11,서울,260,중랑구,53,29923,8976,4255,12542,1357,4470,344,34769,1436,4990,2242,15428,14163
48,경남,240,사천시,55,251,85,42,108,13,38,0,271,10,81,31,136,104
46,전남,840,무안군,55,1603,555,278,684,72,243,10,1709,71,509,93,688,680
41,경기,220,평택시,54,36740,13276,5405,15106,1348,4953,341,38019,1865,10206,2836,17962,15721
11,서울,545,금천구,55,7252,2849,927,2857,284,994,103,8605,282,1357,632,3878,3549
48,경남,330,양산시,54,16134,4443,1740,5699,634,2007,404,15203,687,4465,1534,6574,7227
44,충남,800,홍성군,53,7468,2248,615,2949,234,937,37,6541,321,2128,333,2951,2990
47,경북,920,봉화군,54,319,104,26,138,7,31,0,288,11,79,16,141,124
41,경기,570,김포시,54,25274,6108,3476,10374,1297,4422,648,27642,1369,6583,3035,11964,11380
44,충남,825,태안군,52,544,156,56,228,21,53,0,493,17,160,36,226,192
41,경기,610,광주시,51,3457,913,547,1315,184,595,33,3714,155,1015,461,1698,1415
41,경기,820,가평군,53,2959,1003,314,1214,128,399,27,2823,135,783,172,1254,950
47,경북,760,영양군,54,98,13,0,38,6,0,0,100,0,37,0,50,44
46,전남,900,진도군,52,566,154,69,233,28,67,0,506,25,201,27,218,231
45,전북,750,임실군,51,308,91,25,121,11,37,0,253,10,88,19,98,112
