년,월,선불카드(일반),선불카드(청소년),선불카드(어린이),선불카드(특수),후불카드(일반),후불카드(청소년),후불카드(어린이),아이조아선불(일반),아이조아선불(청소년),아이조아선불(어린이),아이조아후불(일반),무임카드(경로자),무임카드(장애인),무임카드(유공자),일반권,할인권,우대권(경로자),우대권(장애인),우대권(유공자),정액권,정기출입권,단체권,기타
1997,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405719,38289,0,0,0,29715,0,501,17157
1997,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659228,102474,0,0,0,394187,0,5416,87046
1998,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358073,80955,104651,14968,6163,452714,0,28,67083
1998,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206172,71691,107286,15345,6319,497108,0,32,56096
1998,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226045,53002,130535,18670,7688,630144,0,95,55075
1998,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154883,47770,130931,16539,5666,616891,0,2330,51975
1998,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172769,162119,327231,41334,14161,1247992,0,5768,105439
1998,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579927,109917,299866,37878,12977,1321775,0,5969,91545
1998,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622561,129310,284141,36728,13022,1263043,0,2503,79474
1998,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524024,142248,273060,35296,12514,1137202,0,462,68988
1998,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377147,113428,287416,37151,13172,1367398,0,14278,71069
1998,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638408,127046,299465,41366,12728,1327513,0,2604,72469
1998,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571186,112036,305797,42241,12997,1351584,0,5475,70781
1998,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802381,135731,312795,43208,13295,1307109,0,546,70880
1999,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618205,135762,297776,39797,11520,1145021,0,475,69772
1999,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472906,130082,270165,36106,10452,986599,0,651,60778
1999,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679791,90053,337183,45063,13045,1434550,0,790,75301
1999,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551947,88631,339979,45437,13153,1362309,0,7736,68779
1999,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690977,112808,348712,46604,13490,1309807,0,6261,68150
1999,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311615,79105,333716,44600,12910,1245232,0,8859,66608
1999,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448518,106250,339209,45334,13123,1152454,0,2408,68720
1999,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397685,124413,321794,43007,12449,1033115,0,969,57732
1999,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337969,95598,318583,42577,12325,1143210,0,14685,59500
1999,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536845,89852,367071,49057,14201,1246935,0,4647,64579
1999,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457866,78642,354391,47363,13710,1213860,0,11271,61382
1999,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705278,102145,360634,48197,13952,1144805,0,2265,64085
2000,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517844,108994,342819,45816,13263,1046207,0,523,61619
2000,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468323,110958,324651,43388,12560,981003,0,577,58064
2000,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560507,73800,393127,52540,15209,1336175,0,2879,70872
2000,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498321,82748,387183,51745,14979,1231286,0,18361,62999
2000,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445269,91014,422745,61598,12419,1269983,0,12188,66963
2000,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144282,65969,402049,58583,11811,1196967,0,5877,61173
2000,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214892,87209,397619,57937,11681,1103818,0,2632,59700
2000,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150231,98357,395316,57602,11613,1040730,0,1874,57499
2000,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169114,81749,388108,56552,11401,1127085,0,18517,60355
2000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216830,75736,444263,64734,13051,1232547,0,5333,61192
2000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201932,69628,429436,62574,12615,1227508,0,10645,60299
2000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496130,99660,440933,64249,12953,1153363,0,1225,61008
2001,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327302,101082,388293,56579,11407,1020274,0,435,56978
2001,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126430,90433,408637,59543,12004,1070884,0,0,56132
2001,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328586,68019,475747,69321,13976,1402831,0,2131,66202
2001,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393847,73566,490941,71535,14423,1355301,0,15216,59179
2001,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366040,84279,508647,75553,10708,1383435,0,9566,59577
2001,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060983,65583,473180,70285,9962,1269119,0,5068,54593
2001,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132518,86777,470680,69914,9909,1182486,0,512,54145
2001,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113497,103398,474092,70421,9981,1094770,0,860,53400
2001,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138241,80592,485543,72122,10222,1265071,0,20298,54027
2001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222628,81234,490172,72809,10319,1254014,0,4490,52536
2001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267474,72567,504399,74922,10619,1319637,0,7557,52584
2001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525715,111390,500763,74382,10542,1238800,0,1192,54275
2002,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303246,112663,490788,71513,14418,1230562,0,349,53874
2002,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245031,103431,440516,64188,12941,1073507,0,639,49477
2002,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416531,74952,531790,77488,15622,1507668,0,684,60658
2002,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275007,71405,529181,77107,15546,1488152,0,13164,54467
2002,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437550,90071,571359,83253,16785,1578659,0,4298,59328
2002,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247716,85593,526430,76707,15465,1358033,0,2507,57381
2002,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144027,88984,534201,77839,15693,1279196,0,2655,54747
2002,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988556,101827,514954,75034,15128,971147,0,1322,51376
2002,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977448,88827,524722,76458,15415,911731,0,14962,50679
2002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950600,74892,574640,83731,16881,883396,0,7934,52917
2002,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970893,74652,549475,80065,16142,778523,0,4372,51126
2002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092746,102795,551061,98143,13926,709860,0,1778,50147
2003,01,0,0,0,0,53191,0,0,0,0,0,0,0,0,0,1998782,107210,540070,96186,13648,644319,0,670,51043
2003,02,0,0,0,0,40225,0,0,0,0,0,0,0,0,0,1282143,67887,356785,63543,9016,387917,0,628,40900
2003,03,0,0,0,0,15345,0,0,0,0,0,0,0,0,0,424145,21254,228335,40666,5770,171381,0,0,38012
2003,04,0,0,0,0,19016,0,0,0,0,0,0,0,0,0,495730,22415,264104,47036,6674,173827,0,2668,31518
2003,05,0,0,0,0,20065,0,0,0,0,0,0,0,0,0,529873,28777,273818,48767,6920,161796,0,354,32529
2003,06,0,0,0,0,19819,0,0,0,0,0,0,0,0,0,477354,25690,263686,46962,6664,144714,0,398,33207
2003,07,0,0,0,0,19679,0,0,0,0,0,0,0,0,0,491183,29139,271287,48316,6856,135593,0,274,31391
2003,08,0,0,0,0,19116,0,0,0,0,0,0,0,0,0,498834,35412,266082,47389,6724,120371,0,123,30809
2003,09,0,0,0,0,20518,0,0,0,0,0,0,0,0,0,507065,31279,264770,47155,6691,125985,0,1430,27582
2003,10,0,0,0,0,35145,0,0,0,0,0,0,0,0,0,775313,38084,368636,65654,9316,194951,0,1766,36715
2003,11,0,0,0,0,61215,0,0,0,0,0,0,0,0,0,1334324,57754,486494,86644,12294,311992,0,1920,45653
2003,12,0,0,0,0,69555,0,0,0,0,0,0,0,0,0,1449310,67165,520712,92738,13159,334367,0,136,47607
2004,01,0,0,0,0,78922,0,0,0,0,0,0,0,0,0,1693248,101945,529496,94302,13381,333184,0,298,48400
2004,02,0,0,0,0,86883,0,0,0,0,0,0,0,0,0,1760111,99482,552857,98463,13971,351592,0,631,49117
2004,03,0,0,0,0,95442,0,0,0,0,0,0,0,0,0,1704020,60791,615782,109670,15561,403344,0,164,55513
2004,04,0,0,0,0,98454,0,0,0,0,0,0,0,0,0,1682370,61514,618080,103997,15489,366076,0,4284,49761
2004,05,0,0,0,0,114022,0,0,0,0,0,0,0,0,0,2041643,86077,673770,113367,16885,374535,0,2002,48807
2004,06,0,0,0,0,109122,0,0,0,0,0,0,0,0,0,1708761,58303,635622,106948,15929,358811,0,874,49280
