자원번호,자원명,분류
15204,Gordonibacter faecihominis,Bacteria
32014,Roseovarius aquimarinus,Bacteria
32015,Arcticibacter svalbardensis,Bacteria
32017,Lacibacterium aquatile,Bacteria
32018,Hymenobacter swuensis,Bacteria
32019,Herbaspirillum aquaticum,Bacteria
32020,Lysobacter thermophilus,Bacteria
32024,Thermus amyloliquefaciens,Bacteria
32025,Thermus tengchongensis,Bacteria
33047,Planomicrobium soli,Bacteria
32028,Mucilaginibacter soli,Bacteria
32029,Ferrimonas pelagia,Bacteria
32030,Gillisia marina,Bacteria
15207,Campylobacter hyointestinalis subsp. hyointestinalis,Bacteria
15208,Campylobacter volucris,Bacteria
15209,Granulicatella adiacens,Bacteria
32033,Acinetobacter kookii,Bacteria
32035,Fluviimonas pallidilutea,Bacteria
33054,Paenibacillus eucommiae,Bacteria
29112,Streptomyces wuyuanensis,Bacteria
15210,Campylobacter sputorum subsp. bubulus,Bacteria
15211,Campylobacter canadensis,Bacteria
15212,Campylobacter coli,Bacteria
15213,Campylobacter upsaliensis,Bacteria
15214,Helicobacter fennelliae,Bacteria
15215,Campylobacter sputorum subsp. sputorum,Bacteria
32038,Cohaesibacter haloalkalitolerans,Bacteria
32041,Vogesella alkaliphila,Bacteria
32043,Lacinutrix algicola,Bacteria
32044,Lacinutrix mariniflava,Bacteria
32047,Croceitalea dokdonensis,Bacteria
32064,Carboxylicivirga mesophila,Bacteria
32073,Brumimicrobium mesophilum,Bacteria
32077,Rhizobium endolithicum,Bacteria
32078,Porphyrobacter colymbi,Bacteria
15216,Clostridium amylolyticum,Bacteria
15217,Sharpea azabuensis,Bacteria
15219,Rhodomicrobium udaipurense,Bacteria
15220,Alkalispirochaeta sphaeroplastigenens,Bacteria
33072,Arthrobacter gyeryongensis,Bacteria
32081,Hirschia litorea,Bacteria
32082,Lentilitoribacter donghaensis,Bacteria
32083,Oceanicola litoreus,Bacteria
32084,Thalassococcus lentus,Bacteria
32085,Vibrio hemicentroti,Bacteria
32086,Pseudoalteromonas phenolica,Bacteria
32088,Rhizobium oryzicola,Bacteria
32090,Chryseobacterium yeoncheonense,Bacteria
32092,Sphingobacterium deserti,Bacteria
29118,Williamsia sterculiae,Bacteria
29119,Nesterenkonia populi,Bacteria
32096,Croceitalea eckloniae,Bacteria
32102,Asticcacaulis solisilvae,Bacteria
32103,Pseudoalteromonas peptidolytica,Bacteria
32104,Ferrimonas futtsuensis,Bacteria
32105,Ferrimonas kyonanensis,Bacteria
32106,Ferrimonas marina,Bacteria
32107,Peristeroidobacter agariperforans,Bacteria
32108,Glaciecola aquimarina,Bacteria
32109,Nonlabens arenilitoris,Bacteria
32110,Winogradskyella litorisediminis,Bacteria
32111,Mucilaginibacter sabulilitoris,Bacteria
29121,Nocardioides conyzicola,Bacteria
29122,Nocardioides endophyticus,Bacteria
33077,Bacillus oceani,Bacteria
29124,Streptomyces muensis,Bacteria
29128,Myceligenerans salitolerans,Bacteria
15221,Rhodoplanes elegans,Bacteria
32113,Prosthecobacter debontii,Bacteria
32122,Sulfitobacter noctilucae,Bacteria
32123,Sulfitobacter noctilucicola,Bacteria
32124,Sulfitobacter geojensis,Bacteria
29134,Actinotalea ferrariae,Bacteria
32129,Mangrovibacterium diazotrophicum,Bacteria
32132,Bradyrhizobium betae,Bacteria
32134,Rhodopseudomonas pseudopalustris,Bacteria
32138,Sungkyunkwania multivorans,Bacteria
32139,Litorisediminicola beolgyonensis,Bacteria
15222,Rhodoplanes roseus,Bacteria
32140,Ichthyenterobacterium magnum,Bacteria
32141,Lacinutrix iliipiscaria,Bacteria
32142,Wocania ichthyoenteri,Bacteria
32144,Thalassotalea piscium,Bacteria
32145,Oligotropha carboxidovorans,Bacteria
32147,Flavobacterium hauense,Bacteria
32148,Rhizobium ipomoeae,Bacteria
32151,Nitratireductor aquimarinus,Bacteria
15223,Rhodovulum viride,Bacteria
32152,Roseomonas tokyonensis,Bacteria
15224,Campylobacter gracilis,Bacteria
15225,Clostridium cellobioparum,Bacteria
29138,Kineosphaera nakauminensis,Bacteria
32155,Herbaspirillum autotrophicum,Bacteria
32156,Mucilaginibacter polysacchareus,Bacteria
32157,Mucilaginibacter oryzae,Bacteria
32158,Falsirhodobacter halotolerans,Bacteria
15227,Peptoniphilus mikwangii,Bacteria
32160,Aquimarina salinaria,Bacteria
29139,Ilumatobacter nonamiensis,Bacteria
32163,Salinimicrobium soli,Bacteria
32172,Winogradskyella eckloniae,Bacteria
32173,Labrys soli,Bacteria
32174,Chryseobacterium ginsengiterrae,Bacteria
29141,Spelaeicoccus albus,Bacteria
32176,Spongiimonas flava,Bacteria
32177,Hwangdonia seohaensis,Bacteria
32178,Cyclobacterium caenipelagi,Bacteria
32179,Jannaschia faecimaris,Bacteria
29143,Nonomuraea flavida,Bacteria
32182,Paludibacterium paludis,Bacteria
32183,Sulfitobacter delicatus,Bacteria
32184,Sulfitobacter dubius,Bacteria
32185,Sulfitobacter pontiacus,Bacteria
29145,Streptomonospora nanhaiensis,Bacteria
32186,Sulfitobacter brevis,Bacteria
32187,Sulfitobacter guttiformis,Bacteria
32188,Sulfitobacter mediterraneus,Bacteria
32190,Neoroseomonas marina,Bacteria
32192,Pustulibacterium marinum,Bacteria
32194,Belliella buryatensis,Bacteria
32195,Hydrogenophaga electricum,Bacteria
33100,Alkalicoccus luteus,Bacteria
15229,Acidaminococcus intestini,Bacteria
15231,Actinotignum urinale,Bacteria
15232,Actinomyces dentalis,Bacteria
15233,Actinomyces funkei,Bacteria
15234,Actinomyces oricola,Bacteria
15235,Adlercreutzia equolifaciens subsp. equolifaciens,Bacteria
15236,Alistipes finegoldii,Bacteria
15237,Alistipes onderdonkii subsp. onderdonkii,Bacteria
15238,Alistipes shahii,Bacteria
15239,Anaerofustis stercorihominis,Bacteria
15240,Fannyhessea vaginae,Bacteria
33101,Oceanobacillus halophilum,Bacteria
33102,Siminovitchia sediminis,Bacteria
33103,Bacillus borbori,Bacteria
33104,Compostibacillus humi,Bacteria
32196,Flavobacterium aquaticum,Bacteria
32210,Mongoliicoccus alkaliphilus,Bacteria
32211,Caulobacter daechungensis,Bacteria
29148,Glaciihabitans tibetensis,Bacteria
32212,Loktanella agnita,Bacteria
32213,Litoreibacter halocynthiae,Bacteria
32214,Mucilaginibacter calamicampi,Bacteria
29149,Kroppenstedtia guangzhouensis,Bacteria
32215,Sunxiuqinia elliptica,Bacteria
32216,Paraperlucidibaca wandonensis,Bacteria
15258,Clostridium kogasense,Bacteria
32217,Litoribacter alkaliphilus,Bacteria
32218,Aliidiomarina sanyensis,Bacteria
32220,Bacterioplanes sanyensis,Bacteria
32221,Nonhongiella spirulinensis,Bacteria
32225,Acinetobacter qingfengensis,Bacteria
29152,Microbacterium populi,Bacteria
32230,Melaminivora jejuensis,Bacteria
32233,Vibrio injensis,Bacteria
32235,Lampropedia puyangensis,Bacteria
15260,Rhodoplanes oryzae,Bacteria
32237,Hymenobacter paludis,Bacteria
32238,Ideonella paludis,Bacteria
33116,Ornithinibacillus halotolerans,Bacteria
33117,Sinibacillus soli,Bacteria
33118,Novibacillus thermophilus,Bacteria
33119,Oceanobacillus luteolus,Bacteria
29153,Ilumatobacter coccineum,Bacteria
32239,Cellvibrio zantedeschiae,Bacteria
32240,Flavobacterium oryzae,Bacteria
32246,Pseudomonas sihuiensis,Bacteria
32252,Polaribacter glomeratus,Bacteria
32253,Cyclobacterium xiamenense,Bacteria
32255,Novosphingobium colocasiae,Bacteria
32258,Sphingomonas fonticola,Bacteria
32259,Algibacter undariae,Bacteria
32260,Geojedonia litorea,Bacteria
32261,Winogradskyella undariae,Bacteria
32262,Tenacibaculum halocynthiae,Bacteria
29161,Streptomyces drozdowiczii,Bacteria
32269,Aurantibacter aestuarii,Bacteria
32270,Mucilaginibacter puniceus,Bacteria
32274,Psychrosphaera aestuarii,Bacteria
29164,Ornithinimicrobium flavum,Bacteria
29165,Actinophytocola gilvus,Bacteria
29176,Modestobacter sp.,Bacteria
33126,Paenibacillus shirakamiensis,Bacteria
32286,Mesoflavibacter zeaxanthinifaciens subsp. zeaxanthinifaciens,Bacteria
32289,Tumebacillus lipolyticus,Bacteria
32291,Polaribacter porphyrae,Bacteria
32292,Kordia antarctica,Bacteria
32293,Sphingobacterium gobiense,Bacteria
32294,Sphingobacterium arenae,Bacteria
29185,Microbacterium nanhaiense,Bacteria
32296,Asticcacaulis endophyticus,Bacteria
32298,Pseudoxanthomonas gei,Bacteria
32299,Rhizobacter bergeniae,Bacteria
32300,Rhizobium smilacinae,Bacteria
32301,Pararhizobium gei,Bacteria
32316,Taibaiella smilacinae,Bacteria
32320,Mesonia aquimarina,Bacteria
32322,Patiriisocius marinus,Bacteria
29190,Solirubrobacter phytolaccae,Bacteria
32323,Tenacibaculum caenipelagi,Bacteria
32324,Aestuariihabitans beolgyonensis,Bacteria
32325,Jejudonia soesokkakensis,Bacteria
32326,Sabulilitoribacter multivorans,Bacteria
32327,Pelagicola litorisediminis,Bacteria
33127,Ureibacillus defluvii,Bacteria
33128,Bacillus thermophilum,Bacteria
33130,Ammoniibacillus agariperforans,Bacteria
32347,Thalassospira lohafexi,Bacteria
33141,Tumebacillus soli,Bacteria
32349,Aequorivita vladivostokensis,Bacteria
32350,Salegentibacter flavus,Bacteria
32351,Zobellia amurskyensis,Bacteria
32352,Zobellia laminariae,Bacteria
32353,Zobellia russellii,Bacteria
32354,Arenibacter palladensis,Bacteria
32355,Cellulophaga pacifica,Bacteria
32356,Winogradskyella exilis,Bacteria
32357,Afipia felis,Bacteria
32358,Bradyrhizobium cytisi,Bacteria
33142,Bacillus solimangrovi,Bacteria
33144,Oceanobacillus rekensis,Bacteria
33145,Alkalihalobacillus shacheensis,Bacteria
33146,Oceanobacillus damuensis,Bacteria
32362,Halocynthiibacter namhaensis,Bacteria
33147,Amnibacterium soli,Bacteria
33148,Flaviflexus salsibiostraticola,Bacteria
32365,Ferruginibacter yonginensis,Bacteria
32370,Aureimonas ureilytica,Bacteria
32371,Flavobacterium hydatis,Bacteria
32373,Vibrio thalassae,Bacteria
33150,Deinococcus radiotolerans,Bacteria
33153,Deinococcus soli,Bacteria
32382,Algibacter miyuki,Bacteria
32383,Loktanella sediminilitoris,Bacteria
24000,Salegentibacter chungangensis,Bacteria
33155,Lysinibacillus contaminans,Bacteria
32386,Pseudomaricurvus alkylphenolicus,Bacteria
32387,Neolewinella marina,Bacteria
4534,Desulforadius tongensis,Bacteria
32388,Cupriavidus malaysiensis,Bacteria
33157,Paenibacillus selenitireducens,Bacteria
15316,Anaerostipes rhamnosivorans,Bacteria
15317,Lacticaseibacillus nasuensis,Bacteria
15318,Bifidobacterium reuteri,Bacteria
15319,Bifidobacterium biavatii,Bacteria
21000,Apilactobacillus kunkeei,Bacteria
32391,Variibacter gotjawalensis,Bacteria
32392,Flavobacterium panaciterrae,Bacteria
32393,Flavobacterium panacisoli,Bacteria
33159,Ornithinibacillus heyuanensis,Bacteria
32394,Rhodoferax aquaticus,Bacteria
32395,Lacibacter daechungensis,Bacteria
32396,Pontibacter yuliensis,Bacteria
32397,Flavobacterium arsenatis,Bacteria
32398,Altererythrobacter xiamenensis,Bacteria
32399,Imperialibacter roseus,Bacteria
32404,Chitinophaga solisilvae,Bacteria
15321,Haloimpatiens lingqiaonensis,Bacteria
15322,Oceanirhabdus sediminicola,Bacteria
29195,Streptomyces fuscichromogenes,Bacteria
29196,Streptomyces alboflavus,Bacteria
32407,Hymenobacter kanuolensis,Bacteria
32408,Falsirhodobacter deserti,Bacteria
32409,Halomonas huangheensis,Bacteria
32410,Moraxella oblonga,Bacteria
32411,Acinetobacter harbinensis,Bacteria
15323,Pseudoscardovia suis,Bacteria
32417,Nioella nitratireducens,Bacteria
32420,Aequorivita nionensis,Bacteria
32421,Roseovarius azorensis,Bacteria
29199,Micromonospora sp.,Bacteria
32422,Novosphingobium arvoryzae,Bacteria
32425,Loktanella soesokkakensis,Bacteria
32426,Kordia jejudonensis,Bacteria
32427,Mariniflexile soesokkakense,Bacteria
32428,Roseovarius gaetbuli,Bacteria
29201,Micromonospora orduensis,Bacteria
29202,Streptomyces klenkii,Bacteria
32430,Raoultella electrica,Bacteria
32436,Muriicola marianensis,Bacteria
32437,Devosia pacifica,Bacteria
32438,Gilvimarinus polysaccharolyticus,Bacteria
29205,Plantactinospora alkalitolerans,Bacteria
29207,Streptosporangium terrae,Bacteria
29208,Saccharopolyspora indica,Bacteria
29209,Nocardia bhagyanarayanae,Bacteria
32442,Pontibacter ruber,Bacteria
32443,Pontibacter deserti,Bacteria
32444,Salinimicrobium sediminis,Bacteria
32445,Sphingorhabdus contaminans,Bacteria
29210,Streptomonospora tuzyakensis,Bacteria
33163,Caldibacillus kokeshiiformis,Bacteria
4119,Methanomethylovorans uponensis,Archaea
32447,Sphingobium endophyticum,Bacteria
32449,Sphingomonas gei,Bacteria
32450,Ruegeria meonggei,Bacteria
32454,Rufibacter radiotolerans,Bacteria
32455,Spirosoma radiotolerans,Bacteria
32457,Flavobacterium faecale,Bacteria
32458,Sphingomonas lacus,Bacteria
15327,Blautia coccoides,Bacteria
15329,Clostridium symbiosum,Bacteria
15332,Filifactor villosus,Bacteria
15333,Terrisporobacter glycolicus,Bacteria
15330,Asaccharospora irregularis,Bacteria
29219,Kribbella soli,Bacteria
29220,Kribbella sindirgiensis,Bacteria
29222,Solirubrobacter taibaiensis,Bacteria
15334,Bifidobacterium callitrichos,Bacteria
15335,Bifidobacterium saguini,Bacteria
15336,Bifidobacterium stellenboschense,Bacteria
32459,Aestuariibaculum scopimerae,Bacteria
32460,Pseudoruegeria limi,Bacteria
29224,Actinomadura darangshiensis,Bacteria
21005,Companilactobacillus tucceti,Bacteria
29225,Arthrobacter ginsengisoli,Bacteria
29226,Brachybacterium ginsengisoli,Bacteria
15331,Faecalicatena orotica,Bacteria
15326,Ruminiclostridium cellulolyticum,Bacteria
15328,Clostridium formicaceticum,Bacteria
15337,Thiophaeococcus fuscus,Bacteria
29231,Conyzicola lurida,Bacteria
29232,Allohumibacter endophyticus,Bacteria
32463,Altererythrobacter maritimus,Bacteria
32464,Muricauda aurantiaca,Bacteria
32465,Amylibacter ulvae,Bacteria
32466,Flavimarina pacifica,Bacteria
32467,Flavobacterium ahnfeltiae,Bacteria
32468,Salipiger nanhaiensis,Bacteria
32470,Roseivivax marinus,Bacteria
32473,Pacificitalea manganoxidans,Bacteria
32474,Catalinimonas niigatensis,Bacteria
32475,Fluviicoccus keumensis,Bacteria
32476,Sneathiella chungangensis,Bacteria
32477,Hymenobacter ruber,Bacteria
32478,Ferruginibacter profundus,Bacteria
32480,Caulobacter profundus,Bacteria
32482,Algisphaera agarilytica,Bacteria
32483,Citreitalea marina,Bacteria
21006,Holzapfelia floricola,Bacteria
21007,Limosilactobacillus coleohominis,Bacteria
29233,Nonomuraea muscovyensis,Bacteria
29234,Nocardia zapadnayensis,Bacteria
21008,Tetragenococcus muriaticus,Bacteria
21009,Liquorilactobacillus nagelii,Bacteria
21010,Lacticaseibacillus manihotivorans,Bacteria
21011,Limosilactobacillus mucosae,Bacteria
32484,Chryseomonas asuensis,Bacteria
32485,Permianibacter aggregans,Bacteria
32486,Draconibacterium filum,Bacteria
32487,Chelatococcus caeni,Bacteria
32497,Salipiger manganoxidans,Bacteria
33171,Paenibacillus guangzhouensis,Bacteria
33172,Peribacillus huizhouensis,Bacteria
33175,Virgibacillus halotolerans,Bacteria
33177,Tumebacillus flagellatus,Bacteria
32434,Sunxiuqinia rutila,Bacteria
32499,Thalassotalea fusca,Bacteria
32501,Formosimonas limnophila,Bacteria
32505,Flavobacterium notoginsengisoli,Bacteria
32509,Chryseobacterium artocarpi,Bacteria
29237,Sinomonas notoginsengisoli,Bacteria
29239,Puzihella rosea,Bacteria
32510,Oceanisphaera profunda,Bacteria
32513,Algimonas arctica,Bacteria
32514,Arcticiflavibacter luteus,Bacteria
32515,Mucilaginibacter gotjawali,Bacteria
32516,Polaribacter huanghezhanensis,Bacteria
32524,Hymenobacter sedentarius,Bacteria
32523,Hymenobacter humi,Bacteria
32528,Hymenobacter wooponensis,Bacteria
32530,Hymenobacter coalescens,Bacteria
32534,Roseomonas wooponensis,Bacteria
32535,Octadecabacter jejudonensis,Bacteria
32536,Aequorivita soesokkakensis,Bacteria
32537,Lutimonas halocynthiae,Bacteria
32538,Phaeobacter aquaemixtae,Bacteria
33183,Lysinibacillus fluoroglycofenilyticus,Bacteria
33185,Paenibacillus hemerocallicola,Bacteria
33186,Paenibacillus oenotherae,Bacteria
32503,Sunxiuqinia dokdonensis,Bacteria
29240,Rhodococcus aerolatus,Bacteria
33191,Bacillus dabaoshanensis,Bacteria
33192,Ornithinibacillus composti,Bacteria
33194,Paenibacillus quercus,Bacteria
29243,Micromonospora profundi,Bacteria
32541,Pseudomonas kribbensis,Bacteria
32542,Arcticibacter pallidicorallinus,Bacteria
32543,Agarivorans aestuarii,Bacteria
32546,Lutibacter litoralis,Bacteria
15343,Alkalispirochaeta cellulosivorans,Bacteria
32548,Wenxinia saemankumensis,Bacteria
32549,Maribacter caenipelagi,Bacteria
4545,Geobacter soli,Bacteria
29256,Actinotalea suaedae,Bacteria
29263,Streptomyces bohaiensis,Bacteria
33221,Paenibacillus dongdonensis,Bacteria
33222,"""Metabacillus elymi""",Bacteria
33251,Paenibacillus cathormii,Bacteria
4142,Halarchaeum grantii,Archaea
4149,Halocalculus aciditolerans,Archaea
15364,Cloacibacillus porcorum,Bacteria
15365,Adlercreutzia caecicola,Bacteria
15366,Peptostreptococcus canis,Bacteria
15367,Bacteroides reticulotermitis,Bacteria
46199,Aspergillus oryzae var. effusus,Mold
32553,Hymenobacter rubidus,Bacteria
32554,Hymenobacter terrae,Bacteria
32555,Agarivorans gilvus,Bacteria
21012,Liquorilactobacillus sicerae,Bacteria
32557,Caldimonas caldifontis,Bacteria
32558,Crenobacter luteus,Bacteria
32567,Hymenobacter mucosus,Bacteria
32573,Lacinutrix jangbogonensis,Bacteria
32575,Phaeodactylibacter xiamenensis,Bacteria
32576,Boseongicola aestuarii,Bacteria
32577,Aestuariispira insulae,Bacteria
32578,Seonamhaeicola aphaedonensis,Bacteria
32579,Winogradskyella wandonensis,Bacteria
32580,Algoriphagus boseongensis,Bacteria
32663,Neolewinella xylanilytica,Bacteria
32969,Roseivirga misakiensis,Bacteria
32974,Flavivirga aquatica,Bacteria
32976,Niastella koreensis,Bacteria
32982,Sulfitobacter aestuarii,Bacteria
29433,Micromonospora yasonensis,Bacteria
21020,Enterococcus aquimarinus,Bacteria
33413,Shouchella lonarensis,Bacteria
33414,Salisediminibacterium haloalkalitolerans,Bacteria
4202,Halapricum salinum,Archaea
21021,Enterococcus canintestini,Bacteria
21013,Enterococcus devriesei,Bacteria
21015,Enterococcus lactis,Bacteria
21016,Enterococcus quebecensis,Bacteria
21017,Enterococcus silesiacus,Bacteria
21018,Enterococcus termitis,Bacteria
21019,Paralactobacillus selangorensis,Bacteria
32989,Neptunitalea chrysea,Bacteria
32990,Spongiivirga citrea,Bacteria
32991,Frondibacter aureus,Bacteria
32992,Ascidiimonas aurantiaca,Bacteria
32993,Aureisphaera galaxeae,Bacteria
32994,Algitalea ulvae,Bacteria
32995,Novipirellula caenicola,Bacteria
21023,Fructilactobacillus vespulae,Bacteria
15377,Actinomyces israelii,Bacteria
32998,Salinicola rhizosphaerae,Bacteria
15378,Oligosphaera ethanolica,Bacteria
15379,Ruminiclostridium josui,Bacteria
42000,Acinetobacter indicus,Bacteria
42001,Acinetobacter bereziniae,Bacteria
42003,Aquimarina atlantica,Bacteria
42004,Pseudooceanicola atlanticus,Bacteria
42006,Altererythrobacter aestiaquae,Bacteria
42007,Paracoccus lutimaris,Bacteria
33416,Oceanobacillus bengalensis,Bacteria
42008,Arcticibacter eurypsychrophilus,Bacteria
33417,Jilinibacillus soli,Bacteria
29443,Mycobacterium anyangense,Bacteria
42009,Antarctobacter jejuensis,Bacteria
42011,Acinetobacter refrigeratoris,Bacteria
42012,Acinetobacter guangdongensis,Bacteria
33419,Paenibacillus ferrarius,Bacteria
33420,Paenibacillus selenii,Bacteria
15381,Actinomyces haliotis,Bacteria
42013,Thermomonas carbonis,Bacteria
42014,Phenylobacterium kunshanense,Bacteria
42022,Entomohabitans teleogrylli,Bacteria
15382,Actinomyces viscosus,Bacteria
15383,Fusobacterium periodonticum,Bacteria
42035,Pseudoruegeria haliotis,Bacteria
42036,Shimia haliotis,Bacteria
42038,Endozoicomonas atrinae,Bacteria
42039,Polaribacter atrinae,Bacteria
42048,Eudoraea chungangensis,Bacteria
33429,Paenibacillus kyungheensis,Bacteria
33430,Paenibacillus ginsengiterrae,Bacteria
42049,Pseudopelagicola gijangensis,Bacteria
42050,Litoreibacter ascidiaceicola,Bacteria
42051,Sphingorhabdus arenilitoris,Bacteria
42052,Aestuariivita boseongensis,Bacteria
42053,Cupriavidus yeoncheonensis,Bacteria
42054,Burkholderia ginsengiterrae,Bacteria
42055,Burkholderia panaciterrae,Bacteria
15387,Spirochaeta lutea,Bacteria
29469,Rhodococcus antrifimi,Bacteria
42060,Filimonas endophytica,Bacteria
42061,Sphingomonas aeria,Bacteria
42062,Flavobacterium fluminis,Bacteria
42064,Caenispirillum deserti,Bacteria
42070,Flavisolibacter tropicus,Bacteria
42071,Hoeflea olei,Bacteria
42072,Burkholderia jirisanensis,Bacteria
42073,Simiduia aestuariiviva,Bacteria
42074,Loktanella variabilis,Bacteria
42075,Simiduia curdlanivorans,Bacteria
33505,Aneurinibacillus soli,Bacteria
15395,Geosporobacter ferrireducens,Bacteria
15396,Anaerosolibacter carboniphilus,Bacteria
29477,Kocuria sp.,Bacteria
29478,Microbacterium sp.,Bacteria
42076,Thiopseudomonas denitrificans,Bacteria
42081,Acinetobacter pakistanensis,Bacteria
42082,Kushneria pakistanensis,Bacteria
42083,Alcaligenes pakistanensis,Bacteria
15397,Calculibacillus koreensis,Bacteria
42086,Paracoccus panacisoli,Bacteria
42087,Aureimonas populi,Bacteria
42088,Brenneria populi subsp. populi,Bacteria
42090,Hymenobacter roseus,Bacteria
42091,Corticibacter populi,Bacteria
33514,Bacillus capparidis,Bacteria
33519,Paenibacillus enshidis,Bacteria
33520,Humibacter ginsengiterrae,Bacteria
33521,Humibacter ginsengisoli,Bacteria
33522,Kurthia populi,Bacteria
29479,Phytomonospora cypria,Bacteria
4206,Halostella salina,Archaea
33523,Erysipelothrix larvae,Bacteria
42093,Flavobacterium maris,Bacteria
42094,Tamlana sedimentorum,Bacteria
42095,Simiduia litorea,Bacteria
29480,Actinorugispora endophytica,Bacteria
29482,Mariniluteicoccus endophyticus,Bacteria
29485,Nocardia tengchongensis,Bacteria
29492,Okibacterium endophyticum,Bacteria
29493,Frigoribacterium endophyticum,Bacteria
29494,Labedella endophytica,Bacteria
29495,Glycomyces anabasis,Bacteria
29496,Microbacterium sp.,Bacteria
29497,Streptomyces alkalithermotolerans,Bacteria
42097,Limoniibacter endophyticus,Bacteria
42098,Sphingomonas pokkalii,Bacteria
42107,Flavobacterium suzhouense,Bacteria
29498,Arthrobacter pokkalii,Bacteria
29502,Streptomyces andamanensis,Bacteria
29503,Streptomyces krungchingensis,Bacteria
42108,Defluviimonas aquaemixtae,Bacteria
42109,Erythrobacter lutimaris,Bacteria
42110,Roseivivax jejudonensis,Bacteria
42111,Aliiruegeria sabulilitoris,Bacteria
42112,Rheinheimera arenilitoris,Bacteria
42113,Mariniflexile ostreae,Bacteria
42114,Litoreibacter ponti,Bacteria
42115,Thalassovita aquaeponti,Bacteria
42116,Agarivorans litoreus,Bacteria
42117,Mesoflavibacter zeaxanthinifaciens subsp. sabulilitoris,Bacteria
42118,Ascidiaceihabitans donghaensis,Bacteria
42119,Aliisedimentitalea scapharcae,Bacteria
42121,Ferruginibacter paludis,Bacteria
42122,Mucilaginibacter aquatilis,Bacteria
42129,Falsihalocynthiibacter arcticus,Bacteria
42131,Pseudohongiella acticola,Bacteria
42133,Yoonia ponticola,Bacteria
42134,Granulosicoccus undariae,Bacteria
42135,Limimaricola aestuariicola,Bacteria
42136,Confluentimicrobium lipolyticum,Bacteria
42137,Aquimixticola soesokkakensis,Bacteria
15405,Streptococcus constellatus subsp. constellatus,Bacteria
15407,Peptoniphilus ivorii,Bacteria
33531,Bacillus zhangzhouensis,Bacteria
33532,Bacillus australimaris,Bacteria
33533,Thioclava indica,Bacteria
15408,Peptoniphilus duerdenii,Bacteria
15409,Peptoniphilus koenoeneniae,Bacteria
33541,Sediminibacillus terrae,Bacteria
33545,Bacillus haikouensis,Bacteria
29506,Pseudoclavibacter sp.,Bacteria
33546,Savagea serpentis,Bacteria
42139,Citrobacter bitternis,Bacteria
42140,Kordia zhangzhouensis,Bacteria
42141,Idiomarina atlantica,Bacteria
42143,Pseudobowmanella zhangzhouensis,Bacteria
42144,Nioella sediminis,Bacteria
42146,Halomonas faecis,Bacteria
42147,Bowmanella dokdonensis,Bacteria
15410,Peptoniphilus coxii,Bacteria
15411,Peptoniphilus tyrrelliae,Bacteria
15412,Peptoniphilus timonensis,Bacteria
15413,"""Peptoniphilus grossensis""",Bacteria
15414,Peptoniphilus senegalensis,Bacteria
15415,Prevotella jejuni,Bacteria
15416,Alloprevotella rava,Bacteria
42153,Jiulongibacter sediminis,Bacteria
42154,Aliamphritea ceti,Bacteria
42155,Thalassotalea ponticola,Bacteria
42156,Polaribacter marinivivus,Bacteria
42157,Litorivivens lipolytica,Bacteria
42158,Sphingobacterium griseoflavum,Bacteria
42159,Enterobacillus tribolii,Bacteria
42163,"""Grimontia indica""",Bacteria
4672,Geobacter anodireducens,Bacteria
15417,Haemophilus parainfluenzae,Bacteria
15419,Glaesserella parasuis,Bacteria
15422,Absiella argi,Bacteria
15426,Blautia argi,Bacteria
42165,Sphingomonas trueperi,Bacteria
42166,Sphingomonas azotifigens,Bacteria
42168,Sphingomonas wittichii,Bacteria
42169,Bowmanella denitrificans,Bacteria
42170,Serratia liquefaciens,Bacteria
42171,Serratia marcescens subsp. marcescens,Bacteria
42172,Serratia marcescens subsp. sakuensis,Bacteria
42173,Sulfitobacter indolifex,Bacteria
33548,Parageobacillus thermoglucosidasius,Bacteria
42174,Pedobacter silvilitoris,Bacteria
42175,Polaribacter undariae,Bacteria
42176,Lacinutrix undariae,Bacteria
33549,Domibacillus tundrae,Bacteria
33550,Jeotgalibacillus malaysiensis,Bacteria
29547,Phycicoccus sp.,Bacteria
29563,"Nocardioides sp,",Bacteria
29566,Microbacterium sp.,Bacteria
29592,Microbacterium sp.,Bacteria
29604,Microbacterium sp.,Bacteria
29611,Microbacterium sp.,Bacteria
29619,Gordonia sp.,Bacteria
29646,Nocardioides sp.,Bacteria
42178,Mameliella phaeodactyli,Bacteria
42179,Erythrobacter luteus,Bacteria
42180,Phaeodactylibacter luteus,Bacteria
42181,Mangrovibacter yixingensis,Bacteria
42182,Ferrovibrio xuzhouensis,Bacteria
42183,Sphingomonas morindae,Bacteria
42149,Flavobacterium jejuense,Bacteria
42185,Leeuwenhoekiella polynyae,Bacteria
42186,Kiloniella antarctica,Bacteria
33554,Bacillus stercoris,Bacteria
42187,Neolewinella lacunae,Bacteria
42189,Winogradskyella maritima,Bacteria
42194,Novosphingobium piscinae,Bacteria
42195,Vogesella amnigena,Bacteria
42197,Flavicella marina,Bacteria
42198,Gaetbulibacter aquiaggeris,Bacteria
42200,Sulfitobacter undariae,Bacteria
42199,Algoriphagus aestuarii,Bacteria
33563,Deinococcus malanensis,Bacteria
42217,Rufibacter roseus,Bacteria
42211,Luteimonas notoginsengisoli,Bacteria
42205,Mesorhizobium sediminum,Bacteria
4677,Thermus tenuipuniceus,Bacteria
15430,Allobaculum stercoricanis,Bacteria
